comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
"да, спасибо! дверь починили.",0,0,0,0,1
оперативно!,1,0,0,0,0
спасибо. счетчик заработал,0,0,0,0,1
"отличная работа! быстро, качественно, аккуратно. спасибо большое)",1,1,0,0,1
"спасибо, быстро и оперативно!!!",1,0,0,0,1
счёт на 500 р все ещё в личном кабинете,0,0,0,0,0
спасибо за оперативность! все настроено,1,0,0,0,1
всё оперативно исправили. молодцы.,1,0,0,0,1
"прильи быстро, спасибо",1,0,0,0,1
спасибо большое ! оперативно помогли решить вопрос .,1,0,0,0,1
оперативно решили вопрос.,1,0,0,0,1
ок. спасибо,0,0,0,0,1
спасибо),0,0,0,0,1
хороший мужчина консультировал,0,0,1,0,0
очень удобно,0,0,0,0,0
спасибо большое 😊. с уважением евгений!),0,0,0,0,1
сантехники приехали оперативно и устранили протечку в смесителе.  спасибо!,1,0,0,1,1
спасибо вам,0,0,0,0,1
"специалист отличный, вежливый и быстро сделал, я очень довольна.",1,0,1,0,0
"оперативно, спасибо!",1,0,0,0,1
все работает как надо! спасибо!,0,1,0,0,1
"быстро решили проблему , электрики пришли почти сразу после заявки , спасибо, большое",1,0,0,0,1
здравствуйте! спасибо огромное специалистам за быстрый ответ и решение нашей проблемы!,0,0,0,0,1
"спасибо мастеру, все быстро сделал",1,0,1,0,1
оперативно и быстро! супер всегда бы так,1,0,0,0,0
молодцы спасибо,0,1,0,0,1
устное разрешение на установку кодового замка получено.после установки сообщим код в управляющую компанию.спасибо,0,0,0,0,1
детализация предоставлена с 06.2024 была закащана с 01.2024. просьба выдать на все месяцы 2024 года,0,0,0,0,0
спасибо за оперативность),1,0,0,0,1
спасибо за оперативность!,1,0,0,0,1
все замечательно,0,0,0,0,0
спасибо большое за помощь в решении вопроса.,0,0,0,0,1
"на этот раз быстро отключили, спасибо!",1,0,0,0,1
спасибо за оперативный ответ,0,0,0,0,1
"оценка за оперативность — отлично, за уборку — хорошо. спасибо!",1,0,0,0,1
👍👍👍👍👍👍👍👍👍👍👍👍,0,0,0,0,0
благодарю за оперативность.,1,0,0,0,1
спасибо большое!!!!,0,0,0,0,1
оперативно!спасибо!,1,0,0,0,1
огромное спасибо! вопрос был решен быстро! специалист профессионал в своем деле!,1,0,0,0,1
починили,0,0,0,0,0
"спасибо, что быстро отреагировали. проблема решена.",1,0,0,0,1
"спасибо, оперативно",1,0,0,0,1
"спасибо большое
оперативно",1,0,0,0,1
"приятно удивлена. вопрос решился менее чем за сутки! спасибо, так красиво теперь и ничего не отравляет воздух и не портит вид!!",1,1,0,0,1
все прекрасно спасибо,0,0,0,0,1
"спасибо, всё быстро устранено",1,0,0,0,1
"здорово что подсказали, не за что бы сам не догадался.",0,0,1,0,1
спасибо за оперативность.,1,0,0,0,1
спасибо куприянову и.и.!!!,0,0,1,0,1
большое спасибо!!,0,0,0,0,1
спасибо большое что есть специалисты в ук которым небезразлично!! спасибо куприянову и.и.,0,0,1,0,1
👍👍👍,0,0,0,0,0
сами устранили,0,0,0,0,1
быстро исправили причину шума щитка. спасибо за оперативность,1,0,0,0,1
"спасибо большое за разъяснения,теперь все ясно и понятно.",0,0,0,0,1
оперативно отреагировали быстро сделали спасибо,1,0,0,1,1
"спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается",0,0,0,0,0
молодцы,0,0,0,0,1
спасибо за скорость работы 👍,1,0,0,0,1
спасибо большое!,0,0,0,0,1
сантехник пришёл всё сделал,0,0,0,0,1
спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.,1,0,1,0,1
спасибо большое,0,0,0,0,1
спасибо ❤️,0,0,0,0,1
"спасибо, жду перерасчет .",0,0,0,0,1
"очень оперативно решили вопрос, спасибо!",1,0,0,0,1
оперативно ),1,0,0,0,0
красавчеги!,0,0,0,0,1
спасибо! все устранено!,0,0,0,0,1
"отлично, спасибо!",0,0,0,0,1
пришли очень оперативно !,1,0,0,0,0
мы сами устранили,0,0,0,0,1
отличный аккуратный специалист.,0,0,1,0,0
"всё было сделано быстро и качественно, огромное спасибо мастеру",1,1,1,0,1
супер мастер,0,0,1,0,1
мерси!,0,0,0,0,1
оперативно! спасибо!,1,0,0,0,1
спасибо большое за решение вопроса.,0,0,0,0,1
"спасибо, всё исправили",0,0,0,0,1
спасибо! все поняла,0,0,0,0,1
"жаль не с первого раза, звонков 8",0,0,0,0,0
спасибо за оперативность,1,0,0,0,1
"мастер отключил колонку оповещения от сети, пищать перестала , но и оповещать не будет",0,0,0,0,1
нашли причину,0,0,0,0,0
"оперативно, удобно!",1,0,0,0,0
все отлично! выявили проблему.,0,0,0,1,0
"спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!",1,0,0,0,1
всю ночь стоят палеты и стеллажи у подъезда,0,0,0,0,0

благодарю вас,0,0,0,0,1
"сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.",1,0,0,0,1
спасибо за оперативность,1,0,0,0,1
быстро! спасибо!,1,0,0,0,1
"оперативно заменили и опломбировали, спасибо!",1,0,0,0,1
классно,0,0,0,0,1
ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки.,1,1,1,1,1
всё сделали хорошо и быстро.,1,0,0,1,0
благодарю за оперативность!,1,0,0,0,1

быстро и оперативно помогли решить вопрос!,1,0,0,0,1
большое спасибо!,0,0,0,0,1
"спасибо, быстро освободили",1,0,0,0,1
спасибо.,0,0,0,0,1
спасибо.,0,0,0,0,1
спасибо за оперативность.,1,0,0,0,1
спасибо !,0,0,0,0,1
"тяп-ляп, ну ладно, тут везде так",0,0,0,0,0
"спасибо, вижу счетчики в приложении",0,0,0,0,1
"сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!",0,1,1,1,1
"очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.",0,1,1,0,0
а кто заявку подавал? я не подвала. или это автоматически,0,0,0,0,0
профессионал. все решили.,0,0,0,0,1
спасибо мастеру за работу,0,0,0,0,1
сантехник андрей качественно выполнил свою работу.,0,1,0,1,0
быстрое решение. спасибо руслану,1,0,0,0,1
"всё отлично, решили всё)",0,0,0,0,1
не вписан ещё один человек,0,0,0,0,0
"спасибо, за быстрое решение",1,0,0,0,1
спасибо большое за помощь,0,0,0,0,1
спасибо большое 🙂👍👍👍,0,0,0,0,1
очень часто ломается.,0,0,0,0,0
благодарю!,0,0,0,0,1
"спасибо, очень быстро решили вопрос по заявке!",1,0,0,0,1
"ну надо что то делать... как быть дальше, если постоянно лифт выходит из строя!",0,0,0,0,0
"давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь,  .  ...... ......",0,0,0,0,0
все ок,0,0,0,1,0
супер спасибо,0,0,0,0,1
быстро отреагировали!,1,0,0,0,0
"сняла одну звезду за молчаливое закрытие заявки. 
а так действительно пришла домой свет уже был.",0,0,0,0,0
"большое спасибо, все починили очень оперативно!",1,0,0,0,1
все отлично спасибо,0,0,0,1,1
очень оперативно.,1,0,0,0,0
"благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.",1,1,0,0,1
спасибо большое,0,0,0,0,1
спасибо большое,0,0,0,0,1
"прекрасный мастер. все оперативно решил, благодарю !",1,0,1,0,1
спасибо за быстрое реагирование,1,0,0,0,1

спасибо за оперативность за быструю обратную связь,1,0,0,0,1
сегодня после обеда буду по данному адрпесу прошу электрика связаться со мной,0,0,0,0,0
"быстро, оперативно, сотрудник прибыл как по таймеру. спасибо!",1,0,0,0,1
"долго ехали, сигнализация орала несколько часов. невозможно нормально работать и жить, когда под ухом без перерыва несколько часов голосит сигнализация",0,0,0,0,0
благодарю! вопрос был оперативно решен,1,0,0,0,1
оперативно и качественно!,1,1,0,0,0
"все четко сделал,",0,1,0,0,0
"доводчик заменили в тот же день, спасибо.",0,0,0,0,1
быстро и качественно,1,1,0,0,0
счет оплачен ! квитанция выслана  вам в чате,0,0,0,0,0
оперативно все исправили.,1,0,0,0,1
"спасибо мастеру, починил всё быстро и профессионально,  поставил новый доводчик. дверь теперь закрывается, теплопотерь нет.",1,0,0,0,1
спасибо за оперативный ответ!,0,0,0,0,1
"спасибо большое что услышали, убрали возле 38/1 мусор.теперь хоть рядом с банками бросать не будут люди мусор!",0,0,0,0,1
спасибо👍,0,0,0,0,1
"за оперативность, спасибо большое",1,0,0,0,1
"огромное спасибо, специалистам!",0,0,0,0,1
электрик все отлично объяснил и помог устранить проблему. очень профессионально. молодец.,0,1,1,1,0
"хоть фото не этого места, но подтверждаю что работа выполнена и главное выполнена оперативно.",1,1,0,0,0
всё отлично,0,0,0,1,1
спасибо! оперативно получены по электронной почте.,1,0,0,0,1
благодарю за быстрый ответ,0,0,0,0,1
большое спасибо за оперативную работу!!!,1,0,0,0,1
моя ошибка,0,0,0,0,0
"оперативно, большое спасибо",1,0,0,0,1
спасибо за оперативность,1,0,0,0,1
"зеркало не было подключено к проводке пои замене в прошлом году, что теперь делать не известно? заведу новую заявку на замену зеркала",0,0,0,0,0
"очень оперативно, спасибо большое!",1,0,0,0,1
"прошу  перенести урну от подъезда, чтобы у людей не было собоазна поставить туда свой бытовой мусор",0,0,0,0,0
электрик справился с проблемой за 5минут молодец,1,1,0,0,0
очень оперативно решили проблему и восстановили освещение в холле.,1,0,0,0,1
большое спасибо быстро исправили,1,0,0,0,1
лифт работает,0,0,0,0,1
большое спасибо очень быстро исправили,1,0,0,0,1
ответ получен на один вопрос из двух. второй вопрос просто проигнорирован,0,0,0,0,0
"замечательный сантехник , который правда помогает,очень приятный и воспитанный мужчина",0,0,1,0,0
"больше спасибо!
всё работает.",0,0,0,0,1
спасибо большое электрику 🙏,0,0,1,0,1
подача тепла возобновилась в короткие сроки,1,0,0,0,1
благодарю за оперативность проведённой работы!,1,0,0,0,1
прогресс,0,0,0,0,1
оперативно проведена консультация и проблема была устранена. огромное спасибо.,1,0,0,0,1
спасибо),0,0,0,0,1
спасибо большое. оперативно устранили течь по стояку в ванной.,1,0,0,0,1
"сумма, которую я должна заплатить за коммунальные услуги сохранилась (34 384,14 рублей). когда данная сумма уменьшится на перенесенную (7 413,53 рублей)и",0,0,0,0,0
какой акт выполненных работ мы должны предоставить?ремонт делали сами....,0,0,0,0,0
спасибо вам огромное!!!!,0,0,0,0,1
"я звонила и сообщила, что мне нужен перерасчет, так как в декабре прошло 3 оплаты на сумму больше 30000,  3 оплаты",0,0,0,0,0
спасибо за оперативность ❤️,1,0,0,0,1
"спасибо, за быструю реакцию и решение проблемы",1,1,0,0,1
"быстро отреагировали, спасибо",1,0,0,0,1
спасибо огромное!,0,0,0,0,1
а можно фото акта скинуть ?,0,0,0,0,0
"спасибо валерию. все сделал хорошо. 
маленький минус что долго шли. 
была бы течь более сильной то за 25 часа ... 
но я думаю что это проблема обработки заявки. ему не сразу передали! примите во внимание. плохо что нет прямого аварийного телефона непосредственно в живи в рыбацком. звонишь через десятые руки...",0,0,1,0,1
отлично! так бы по всем сервисам исполнялось бы. чётко и быстро.,1,0,0,0,0
"очень отзывчивый, профи своего дела!!",0,1,1,0,0
"очень удобный сервис, но пока ещё выясняем",0,1,1,0,0
"спасибо, игорь!",0,0,0,0,1
быстро и качественно,1,1,0,0,0
"спасибо большое, все сделали отлично!",0,1,0,1,1
супер быстро,1,0,0,0,0
"всё убрали, спасибо",0,0,0,0,1
"качественно,быстро",1,1,0,0,0
установили быстро и хорошо). спасибо.,1,0,0,0,1
"все отлично, спасибо",0,0,0,1,1
спасибо что так быстро починили дверь,1,0,0,0,1
очень понравилась работа игоря.,0,1,0,0,0
отлично!!!! быстро отреагировали. всё работает!!!!!!,1,0,0,0,0
спасибо за оперативность,1,0,0,0,1
"сделано, спасибо",0,0,0,0,1
электрик молодец!,0,0,0,0,0
спасибо технику дмитрию за помощь!,0,0,0,0,1
спасибо за оперативность,1,0,0,0,1
"выражаю огромную благодарность мастеру -электрику за проделанную работу. профессионал своего дела, щепетильно проверил все возможные варианты неполадок, нашел и устранил причину замыкания. еще раз большое спасибо!",0,1,1,0,1
молодцы!👏,0,0,0,0,0
"отрегулировали оперативно, вопрос решён. но очень дорого, когда регулировка равна половине стоимости регулятора давления воды.",1,0,0,0,0
спасибо большое,0,0,0,0,1
спасибо за оперативность. сотрудник устранил проблему.,1,0,0,0,1
"спасибо. значит с гулом в трубах, можно бороться. действительно стало тихо. если проблема возникнет опять будет много заявок.",0,0,0,0,1
потрясающий сантехник! спасибо ☺️,0,0,1,0,1
"отлично, спасибо.",0,0,0,0,1
"все отлично, спасибо!",0,0,0,1,1
спасибо оперативно починили 👍,1,0,0,0,1
"спасибо, все работало до вчерашнего дня",0,0,0,0,1
"спасибо, вы прекрасны!",0,0,0,0,1
cспасибо!,0,0,0,0,1
спасибо инженеру быстро и оперативно работает. хоть кто-то в этой компании ответственный человек.,1,0,0,0,1
в личном кабинете так  указан  не верный счетчик с неверными показаниями.,0,0,0,0,0
выдайте александру премию!,0,0,1,0,0
большое спасибо.. оперативно подкл  электричество !,1,0,0,0,1
молодцы. спасибо!,0,0,0,0,1
"спасибо, игорь",0,0,0,0,1
спасибо большое!,0,0,0,0,1
"супер оперативно, спасибо)",1,0,0,0,1
"все отлично, оперативно, спасибо.",1,0,0,1,1
спасибо большое,0,0,0,0,1
откликнулись быстро оперативно,1,0,0,0,0
теперь всё в норме!))👍,0,0,0,0,1
спасибо за оперативное реагирование,1,0,0,0,1
"устранено, спасибо!",0,0,0,0,1
"благодарю, что наконец то устранили проблему.",0,0,0,0,1
пришли очень быстро!,1,0,0,0,0
спасибо за оперативность!,1,0,0,0,1
спасибо! ответ был предоставлен оперативно 🤝,1,0,0,0,1
"работа выполнена быстро, проблема решена",1,1,0,0,1
общий корридор на площадке 3 этажа не убран.есть камера видеонаблюдения,0,0,0,0,0
спасибо за исправление,0,0,0,0,1
"быстро оформили заявку, быстро пришли сантехники",1,0,1,0,0
"огромное спасибо , мастеру за профессионализм",0,0,1,0,1
быстро выполнили заявку,1,0,0,1,0
"очень быстро, очень приятные люди.",1,0,0,0,0
все отлично  👍,0,0,0,1,0
отреагировали быстро и устранили неисправность,1,0,0,0,1
"очень благодарна, компетентному сотруднику и грамотному разъяснению моего вопроса!",0,0,1,0,0
все исправили. спасибо,0,0,0,0,1
"спасибо, все четко и быстро!!!",1,0,0,0,1
отзывчивые девочки!решили проблему быстро!очень довольна!,1,0,0,0,1
"огромное спасибо, за молниеносное решение проблемы.",1,0,0,0,1
"пломбы сорваны, шкафы на распашку, в прошлый раз шланги украли",0,0,0,0,0
"ольга, когда парковку достроят?",0,0,0,0,0
девочки просто молодцы!!!))),0,0,1,1,0
очень оперативно. спасибо!,1,0,0,0,1
"❤️❤️❤️ живу тут не долго но пока что вы лучшая ук, спасибо за быстрое регирование на проблемы, хорошего дня",1,0,0,0,1
"ребята молодцы, спасибо огромное , все устранили 🙏",0,0,1,0,1
"проблема повторяется очень часто. вопрос не решается, не устраняется причина остановки лифтов практически каждый день. ездить в лифте небезопасно",0,0,0,0,0
"спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.",0,0,0,0,1
"выяснили причину , пришел отличный мастер , сделал все за 2 минуты 🫶",1,1,0,1,0
много времени прошло с момента обращения,0,0,0,0,0
отличный мастер на 10 с плюсом,0,0,1,0,0
спасибо. оперативно,1,0,0,0,1
большое спасибо!,0,0,0,0,1
все починили,0,0,0,0,1
все ясно 👍,0,0,0,0,1
все понятно,0,0,0,0,1
"пришел очень хороший мужчина , все объяснил как нужно сделать .",0,0,0,0,1
да выполнена. благодарю за оперативность 👍,1,0,0,0,1
"здравствуйте, была услышана специалистом, проблема решена в теч. 1-ой минуты, срасибо",1,0,1,0,
"очень профессиональный компетентный сотрудник! вежливый и грамотный, помог решить все вопросы по заявке!",0,0,1,0,0
"в квартире никто не проживает, счётчик электроэнергии в квартире отключён, сам нахожусь в другом регионе, возможности разобраться с утречком электроэнергии нет! просьба подробнее помочь разобраться в решении проблемы!",0,0,0,0,0
"спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.",0,0,0,0,1
все быстро исправили,1,0,0,0,1
спасибо за оперативность,1,0,0,0,1
никто не приходил,0,0,0,0,0
спасибо большое специалистам.,0,0,1,0,1
"отличный мастер, благодарю за выполненную работу!",0,0,0,0,1
благодарю!,0,0,0,0,1
"очень хороший мастер, знает свое дело",0,1,1,0,0
"отлично, быстро",1,0,0,0,0
"отличный мастер,приехал быстро👍🤝",1,0,1,0,0
"все супер ,спасибо -))))",0,0,0,0,1
огромное спасибо,0,0,0,0,1
быстро всё починили.спасибо.,1,0,0,0,1
спасибо за оперативность!,1,0,0,0,1
"благодарю за оперативное выполнение заявки. я приятно удивлён. с момента подачи заявки, до выхода мастера прошло менее 40 минут точка так держать спасибо",1,0,0,0,1
"спасибо, все быстро и качественно",1,1,0,0,1
"мастер пришел,установил доводчик,был доброжелателен. спасибо !!!",0,0,1,0,1
"спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.",0,0,0,0,1
оперативное решение вопроса.,1,0,0,0,0
"выполнил работу на совесть, надеюсь, проблем дальше не возникнет.",0,1,0,0,0
спасибо большое!,0,0,0,0,1
спасибо большое!,0,0,0,0,1
мастер очень быстро пришел и включил электричество 👍🏻,1,0,0,0,0
"все отлично, татьяне большое спасибо, оперативно помогла решить проблему",1,0,0,1,1
проблема пока не решена. рано оценивать,0,0,0,0,0
сергей самый адекватный сантехник нашего жк! спасибо!,0,0,0,0,1
спасибо! очень быстро! :),1,0,0,0,1
спасибо большое!,0,0,0,0,1
благодарю за оперативность!,1,0,0,0,1
жду справку об отсутствии задолженности. показания счётчиков передала,0,0,0,0,0
всё замечательно,0,0,0,0,0
отлично и быстро,1,0,0,0,0
быстро! качественно! спасибо!,1,1,0,0,1
спасибо большое. все супер,0,0,0,0,1
"валерия куликова
добрый день павел артемович
лишние счётчики из приложения убрали. показания по фото внесли.
если данные неверных счётчиков снова отобразятся просим вас создать новую заявку направим в службу поддержки.
20:29
опять отображаются лишние счётчики!",0,0,0,0,0
спасибо елена!,0,0,0,0,1
"огромное спасибо антону за проделанную работу. все четко, аккуратно! выпишите сотруднику премию за ответственное отношение к работе!",0,0,0,0,1
спасибо всё поняла.,0,0,0,0,1
ок👍,0,0,0,0,0
"не понимаю вас. не оплачивать коммунальные? при чем тут собственник? я мама, лплачиваю счета сына и свои. как возможно в этот личный кабинет подключить квартиру 97 садовая 85? это необходимо для оплаты счетов только.  фамилии разные у нас. каким образом получать счета?",0,0,0,0,0
умница !!!,0,0,0,0,0
спасибо большое ребятам сделали все хорошо посмотрим как будет в дальнейшем вести себя труба а так все отлично,0,0,0,1,1
быстро и качественно спасибо большое,1,1,0,0,1
"очень хороший сотрудник. помогла установить приложение ключ, объяснили как работает приложение, сделали три ключа. доброжелательное отношение, всё оперативно.",1,0,1,1,0
"здравствуйте, забыли о править водоснобжение",0,0,0,0,0
спасибо большое.  очень оперативно решили вопрос.,1,0,0,0,1
вода течет горячая! спасибо!,0,0,0,0,1
благодарю вас!!!! спасибо,0,0,0,0,1
"спасибо , все работает. жаль, что медленно отрабатываются платные заявки 😔",0,1,0,0,1
отлично.,0,0,0,0,0
"мне нужна информация именно на эту сумму,то что задолженность нет знаю",0,0,0,0,0
спасибо за оперативность😀,1,0,0,0,1
"устранили, но некачественно. сказано было, что сама розетка мешается панелями, но ни о какой замене речи и не шло",0,1,0,0,1
добрый день! спасибо! надеюсь конусы не так легко будет сдвинуть как сферы,0,0,0,0,1
"только через заявки решается вопрос, батареи стали горячие.",0,0,0,0,0
большое спасибо! оперативно решили проблему,1,0,0,0,1
"шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.",1,0,0,0,1
"сантехники отреагировали быстро, на данный момент все устранили",1,0,0,0,1
!!!,0,0,0,0,0
"молодцы, быстро",1,0,0,0,0
"выражаю огромную благодарность за оперативность, понимание и возможность решить этот вопрос дистанционным путём!",1,0,0,0,0
"тамбурную дверь не правильно отрегулировали, дверь хлопает при закрывании.",0,0,0,0,0
"какой гарантийный период у водопроводной системы, которая зашита внутри стен?",0,0,0,0,0
спасибо за оперативность!),1,0,0,0,1
протечка была. на фото видел места мокрые. в момент прихода сантехника уже не капало. найти место течи вроде говорят удалось найти на тех этаже.,0,0,0,0,0
быстро и результативно. спасибо,1,0,0,0,1
по существу. оперативно. молодцы,1,0,0,0,0
большое спасибо! какие вы молодцы!,0,0,0,0,1
огромное спасибо за помощь 🙏,0,0,0,0,1
"больше спасибо! всё сделали быстро , оперативно.",1,0,0,1,1
"батареи были холодные,в течение часа решили вопрос",0,0,0,0,1
у меня вопрос был кто зарегистрирован в квартире? почему в квитанции на оплату жкх стоит кол-во зарегистрированных 1? если я там больше не прописана с 2020г,0,0,0,0,0
спасибо менеджеру алине за помощь в решении заявки,0,0,0,0,1
спасибо. оперативно,1,0,0,0,1
"спасибо, все выполнено быстро",1,0,0,1,1
все ок,0,0,0,1,0
"отлично,спасибо!!!",0,0,0,0,1
"отлично, молодцы!",0,0,0,0,0
"мария доброе утро!  абсолютно ничего на этаже не отмыто, химией не работали это видно на фото, так же отсутствует запах. прошлый раз когда администратор действительно отмывала был запах химии и плитка была хоть и в небольших белых пятнах но без разводов. сейчас же такое ощущение что снова помыли полы грязной тряпкой и водой! прошу всетаки разобраться в сложившейся ситуации.",0,0,0,0,0
все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.,0,0,1,0,1
оперативно устранили дефект!,1,0,0,0,1
спасибо за оперативность,1,0,0,0,1
"проблема не решена.! укажите эл. почту, я вам скину чек об оплате за декабрь.",0,0,0,0,0
нет ответа,0,0,0,0,0
"спасибо, очень оперативно",1,0,0,0,1
"подскажите пожалуйста куда скинуть акт о выполнении поверки,чтоб в приложении отображалась информация,что поверка проведена?",0,0,0,0,0
"спасибо) интересно, а что с лифтами после этого?",0,0,0,0,1
отличный представитель. все рассказал и подсказал👍🏼,0,0,0,0,0
быстро,1,0,0,0,0
"включили лифт быстро, но как надоело это наблюдать почти каждый день!",1,0,0,0,0
"все отлично, спасибо большое 👍",0,0,0,1,1
"спасибо, все забрал!",0,0,0,0,1
"лифт работает,я довольна",0,0,0,0,0
"быстро перезвонили, вопрос решили",1,0,0,0,1
"по поводу уборки этажей, я знаю что убирают в среду, но проблема уборки 1 этажа. спасибо за  вашу работу",0,0,0,0,1
"спасибо, все починили!",0,0,0,0,1
"спасибо, все сделали, очень благодарны за оперативность!",1,0,0,1,1
великолепно! электрик пришел быстро. все сделал.,1,0,0,0,0
"4,5 из 5.. сама ходила перекрывала воду у соседей.. иначе бы уже накапало прилично мне.. и пыталась до них достучаться.. но в итоге открыли только сантехнику после звонка от ук",0,0,0,0,0
"спасибо за оперативность, ключи получила.",1,0,0,0,1
спасибо за организованность,0,0,0,0,1
очень оперативно!,1,0,0,0,0
"молодцы, оперативно всë починили.",1,0,0,0,0
спасибо за организованность,0,0,0,0,1
"очень быстро и оперативно , спасибо",1,0,0,0,1
"всё быстро, качественно, вежливо",1,1,1,0,0
мастер пришел очень оперативно. спасибо!,1,0,0,0,1
"в приложении по-прежнему другой человек,  тоже сергей александров, но не тот",0,0,0,0,0
"спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему 👍🏽 спасибо",1,0,0,0,1
"отлично, быстро, надёжно!",1,0,0,0,0
быстрое реагирование,1,0,0,0,0
оперативно!,1,0,0,0,0
слишком часто ломаются лифты,0,0,0,0,0
очень оперативно,1,0,0,0,0
"оперативно. ещё бы настроили его, чтоб не хлопала дверь.",1,0,0,0,0
проблема не устранена!!!!,0,0,0,0,0
нет даты заключения договора,0,0,0,0,0
"спасибо, теперь снова чисто",0,0,0,0,1
спасибо большое,0,0,0,0,1
огромное спасибо!!!,0,0,0,0,1
долго,0,0,0,0,1
"мне замена счётчика не нужно , пломбировкп счётчика первичка нужна",0,0,0,0,0
благодарю за оперативность по устранению протечки,1,0,0,0,1
почему нельзя сразу так ответить?,1,0,0,0,0
оперативно  .спасибо,1,0,0,0,1
большое спасибо!,0,0,0,0,1
спасибо огромное,0,0,0,0,1
"прекрасный специалист, спасибо!",0,0,0,0,1
спасибо большое) 👌,0,0,0,0,1
оперативно ответили,1,0,0,0,1
информация дана,0,0,0,0,1
"на мою просьбу быстро отреагировали, позвонили и быстро решили проблему",1,0,0,0,1
"огромное спасибо! наконец-то решили проблему! девушка ""вела"" меня пошагово, терпеливо объясняя",0,0,0,0,1
спасибо за оперативное устранение аварии!,1,0,0,0,1
спасибо менеджеру алине,0,0,0,0,1
отлично. спасибо большое. четко и быстро.,1,0,0,0,1
"мастер, замечательный пришел и сдалал",0,0,0,0,0
управляющий железняков так и не сделал мне перерасчет,0,0,0,0,0
все прекрасно!,0,0,0,1,1
"было выполнено все быстро, качественно и профессионально, спасибо!",1,1,1,1,1
большое спасибо!!!,0,0,0,0,1
"спасибо большое, двери открываются",0,0,0,0,1
"быстро, оперативно. спасибо!",1,0,0,0,1
спасибо 🤝,0,0,0,0,1
"пришел с вопросом, девушка все рассказала, показала как сделать, вопрос решился за 5 минут. спасибо",0,0,1,0,1
спасибо сантехнику сергею за работы по устранению неполадки в системе гвс.,0,0,1,0,1
мастер своего дела,0,0,1,0,0
прошу убрать демонтированное окно из подъезда. три месяца стоит.,0,0,0,0,0
все отлично! спасибо ук и лично борису,0,0,0,1,1
поверка проведена,0,0,0,0,1
"спасибо, очень быстро!",1,0,0,0,1
"спасибо, два дня у магазина ничего нет, стеллажей и мусора",0,0,0,0,1
спасибо за оперативное решение вопроса!,1,0,0,0,1
спасибо огромное! и за почищенный снег тоже!!!,0,0,0,0,1
теперь всё в порядке. повторное начисление убрали. спасибо!,0,0,0,0,1
быстро,1,0,0,0,0
"хотя бы с третьего раза пришли и поменяли личинку, благодарю",0,0,0,0,1
"теперь у меня тоже начали шуметь, переоткройте заявку.",0,0,0,0,0
"отлично, быстро",1,0,0,0,0
спасибо. показания исправлены,0,0,0,0,1
молодцы.,0,0,0,1,0
"за ответ благодарю. не устраивает, что мне заранее зачислили страховую сумму из переплаты в январе 2025, не согласовав со мной. кто принимает такие решения и почему это не было со мной согласовано?",0,0,0,0,1
спасибо большое работу,0,0,0,0,1
благодарю за быстрый отклик !,0,0,0,0,1
спасибо👍,0,0,0,0,1
"супер сотрудник ! 10 и 10 баллов , профессиональный подход . спасибо.",0,0,0,0,1
"никто не ответил, сначала было написано: приостановлено, второй ращ: выполнено.",0,0,0,1,1
спасибо за работу,0,0,0,0,1
благодарю за терпение))),0,0,1,0,1
"спасибо мастерам, что оперативно пришли.",1,0,0,0,1
"молодцы, доволен сантехниками",0,1,1,0,0
большое спасибо.,0,0,0,0,1
спасибо) быстро сделали ключи👍,1,0,0,1,1
очень быстро решили вопрос! от вызова электрика по замене ламп в коридоре до устранения неисправности прошло минут 30. неожиданно и приятно!,1,0,1,0,1
огромное спасибо 👍,0,0,0,0,1
пожалуйста свяжитесь со мной,0,0,0,0,0
ждём до весны (теплого времени года ),0,0,0,0,0
спасибо специалисту,0,0,0,0,1
лучший сервис в мире ))))),0,0,0,0,0
быстро решили проблему. спасибо.,1,0,0,0,1
"добрый день! прошу указать сроки настройки системы аскуэ. пока система не работает, показания которые передаем вручную не учитываются?",0,0,0,0,0
